Position Bucket,Display Rank,Player,Team,Bye Week,Floor,Points,Ceiling,SD,Uncertainty,VOR,Drop Off,Tier,Age,ADP,AAV,Rank - Overall,Rank - Position,ECR,Injury Status,Points Spread,Experience
QB,1,Josh Allen,BUF,7,344,354,378,14.7,1,64.8,36.8,1,30,18,36.2,24,1,1.03,,34,8
QB,2,Lamar Jackson,BAL,13,299,317,344,21.3,3,28.1,5.46,1,29,33.1,24.9,48,2,2.56,,45,8
QB,3,Jayden Daniels,WAS,7,291,312,333,18.7,19,22.6,0.0257,1,25,46.5,12.4,58,3,4.92,,42,2
QB,4,Jalen Hurts,PHI,10,296,312,327,13.6,8,22.6,5.42,1,28,51.9,13.5,59,4,5.88,,31,6
QB,5,Drake Maye,NE,11,298,306,322,10.7,6,17.2,5.46,1,23,57.8,16.1,71,5,3.61,,24,2
QB,6,Jaxson Dart,NYG,8,281,301,322,18.1,61,11.7,0.353,1,23,77.5,10.1,83,6,12,,41,1
QB,7,Joe Burrow,CIN,6,285,300,325,19.9,11,11.3,2.72,2,29,45.6,17.2,84,7,4.56,,40,6
QB,8,Caleb Williams,CHI,10,268,298,322,23.1,39,8.62,6.7,2,24,80.9,9.24,91,8,7.65,,54,2
QB,9,Dak Prescott,DAL,14,273,291,307,16,31,1.92,0.345,2,33,77.2,11.3,118,9,9.63,,34,10
QB,10,Trevor Lawrence,JAC,7,271,291,317,20.8,36,1.58,0.213,2,26,90.2,11,121,10,9.54,,46,5
QB,11,Bo Nix,DEN,10,265,290,317,22.1,50,1.37,0.314,2,26,93,6.1,124,11,13.4,,52,2
QB,12,Patrick Mahomes,KC,5,275,290,318,18.5,56,1.05,1.05,2,30,81.1,10.7,125,12,13.9,Q,43,9
QB,13,Justin Herbert,LAC,7,271,289,315,20.5,33,0,3.43,2,28,86,11.7,130,13,7.93,,44,6
QB,14,Matthew Stafford,LAR,11,272,286,311,16.3,81,-3.43,6.36,3,38,97.9,9.15,159,14,14.3,,39,17
QB,15,Matthew Stafford,LAR,11,272,286,311,16.3,81,-3.43,6.36,3,38,97.9,9.15,159,14,14.3,,39,17
QB,16,Brock Purdy,SF,8,266,279,292,10.8,25,-9.79,0.543,3,26,95.2,7.71,198,15,12.8,,26,4
QB,17,Jared Goff,DET,6,257,279,305,21.1,72,-10.3,10.5,3,31,110,6.35,204,16,15.5,,48,10
QB,18,Baker Mayfield,TB,10,244,268,295,23.8,44,-20.8,0.0292,3,31,115,6.89,326,17,18.5,,51,8
QB,19,Tyler Shough,NO,8,245,268,292,18.7,53,-20.8,8.25,4,26,129,3.88,329,18,19.3,,47,1
QB,20,Kyler Murray,MIN,6,234,260,290,21.8,67,-29.1,0.976,4,29,118,7.58,404,19,17.2,,56,7
QB,21,Jordan Love,GB,11,246,259,286,17.9,42,-30.1,11.4,4,27,130,4.14,410,20,18.5,,40,6
QB,22,C.J. Stroud,HOU,8,224,248,277,23.2,47,-41.4,0.706,4,24,139,3.81,500,21,22.5,,53,3
QB,23,Malik Willis,MIA,6,226,247,266,15.7,69,-42.2,1.35,4,27,143,5.96,514,22,20.2,,40,4
QB,24,Sam Darnold,SEA,11,226,245,271,18.3,17,-43.5,6.23,5,29,139,4.78,523,23,22.7,,45,8
QB,25,Bryce Young,CAR,5,221,239,279,26.2,22,-49.7,16.7,6,25,149,5.21,600,24,25.9,,58,3
QB,26,Daniel Jones,IND,13,109,223,266,64.9,99,-66.4,0.829,6,29,147,5.25,791,25,24.1,,157,7
QB,27,Aaron Rodgers,PIT,9,194,222,269,30.4,58,-67.2,1.27,6,42,154,3.93,804,26,28.6,,75,21
QB,28,Jacoby Brissett,ARI,14,181,221,274,37.5,78,-68.5,2.34,6,33,164,4.37,818,27,27.2,,93,10
QB,29,Cam Ward,TEN,9,199,218,246,22,28,-70.8,10.7,7,24,144,3.49,840,28,24.3,,47,1
QB,30,Geno Smith,NYJ,13,189,207,228,15.6,14,-81.6,37,8,35,165,5.5,938,29,28.5,,39,13
QB,31,Fernando Mendoza,LVR,13,140,170,207,24.9,64,-119,40.4,9,22,148,27.7,1240,30,30.2,,67,0
QB,32,Tua Tagovailoa,ATL,11,102,130,199,43.6,86,-159,13.1,9,28,161,4.22,1280,31,30.9,Q,97,6
QB,33,Deshaun Watson,CLE,11,62.2,117,188,47.4,89,-172,0.858,10,30,187,3.01,1280,32,33.1,,125.8,9
QB,34,Michael Penix Jr.,ATL,11,39.4,116,203,65.3,97,-173,19.9,11,26,161,2.22,1280,33,33,Q,163.6,2
QB,35,Shedeur Sanders,CLE,11,74.4,96.2,126,21.1,94,-193,44.5,12,24,174,0.926,1280,34,33.7,,51.6,1
QB,36,Kirk Cousins,LVR,13,33.2,51.7,105,32.1,75,-237,7.77,12,37,179,5.69,1280,35,33.2,,71.8,14
QB,37,Marcus Mariota,WAS,7,24,44,59.2,19.3,92,-245,5.2,13,32,313,1.06,1280,36,42.4,,35.2,11
RB,1,Jahmyr Gibbs,DET,6,277,297,313,14.4,6,170,5.34,1,24,2.52,60.3,1,1,1.36,Q,36,3
RB,2,Bijan Robinson,ATL,11,269,291,319,22.7,38,165,21.8,2,24,2.52,58.5,2,2,1.71,,50,3
RB,3,Jonathan Taylor,IND,13,247,270,288,17.1,23,143,14.9,3,27,10.9,53.9,3,3,3.7,,41,6
RB,4,Christian McCaffrey,SF,8,240,255,266,11.7,8,128,8.89,4,30,10.3,54,4,4,4.77,Q,26,9
RB,5,Derrick Henry,BAL,13,232,246,270,15.5,14,119,3.87,4,32,21,42.7,5,5,6.79,,38,10
RB,6,James Cook,BUF,7,228,242,260,12.3,1,115,11.8,5,26,15.4,45.9,6,6,4.73,,32,4
RB,7,Devon Achane,MIA,6,210,230,255,18.2,39,104,7.6,5,24,14.6,39.4,8,7,11.3,,45,3
RB,8,Saquon Barkley,PHI,10,210,222,238,10.8,7,96.1,0.678,6,29,16.4,48.1,10,8,8.04,,28,8
RB,9,Ashton Jeanty,LVR,13,205,222,256,21.5,61,95.4,5.93,6,22,13.4,39.8,11,9,8.44,,51,1
RB,10,Chase Brown,CIN,6,205,216,234,13.8,17,89.5,3.32,6,26,21,38.3,13,10,10.3,,29,3
RB,11,Josh Jacobs,GB,11,182,212,237,22.9,66,86.2,0.124,6,28,31.6,32.4,14,11,14,Q,55,7
RB,12,Omarion Hampton,LAC,7,194,212,232,16.4,34,86,1.8,6,23,24.2,37.5,15,12,10.3,,38,1
RB,13,Kenneth Walker III,KC,5,189,211,230,17.5,54,84.2,3.23,7,25,27.6,38.4,16,13,10.6,,41,4
RB,14,Kyren Williams,LAR,11,196,207,218,8.19,1,81,6.1,7,25,32,32.8,17,14,13,,22,4
RB,15,Javonte Williams,DAL,14,182,201,228,21.1,55,74.9,1.26,7,26,54,29.6,19,15,14.5,,46,5
RB,16,Breece Hall,NYJ,13,174,200,220,18.4,37,73.6,3.83,7,25,36.9,26.2,20,16,16,,46,4
RB,17,Jeremiyah Love,ARI,14,170,196,217,18.9,41,69.8,1.26,7,21,25.5,57.5,21,17,16.5,,47,0
RB,18,Cam Skattebo,NYG,8,177,195,212,13.6,20,68.6,3.61,8,24,50.1,19.1,22,18,20.7,,35,1
RB,19,Travis Etienne,NO,8,181,191,218,16.3,35,65,4.81,8,27,60.8,24.4,23,19,19.3,,37,5
RB,20,Bucky Irving,TB,10,168,186,217,19.7,49,60.1,3.98,8,23,46.1,14.4,25,20,21.4,,49,2
RB,21,Quinshon Judkins,CLE,11,155,182,224,26.9,77,56.2,4.24,9,22,59.1,18.1,27,21,21.1,,69,1
RB,22,D'Andre Swift,CHI,10,159,178,196,13.7,15,51.9,3.55,9,27,57,19.3,31,22,21.3,,37,6
RB,23,Bhayshul Tuten,JAC,7,167,175,183,6.47,3,48.4,4.3,9,24,74.9,12.9,33,23,23.9,,16,1
RB,24,TreVeyon Henderson,NE,11,159,170,200,16.8,45,44.1,3.36,10,23,58.5,12.4,38,24,23.6,,41,1
RB,25,David Montgomery,HOU,8,156,167,189,13.4,28,40.7,16.5,11,29,65.2,20.1,39,25,22,,33,7
RB,26,Tony Pollard,TEN,9,133,151,157,9.86,10,24.2,0.665,11,29,88.2,11.4,54,26,28.9,,24,7
RB,27,Jaylen Warren,PIT,9,134,150,162,12.4,13,23.6,2.49,11,27,90.4,11.1,56,27,28.7,,28,4
RB,28,Rico Dowdle,PIT,9,133,147,161,11.1,21,21.1,2.16,11,28,87.3,8.4,63,28,31.2,,28,6
RB,29,J.K. Dobbins,DEN,10,129,145,156,12.3,31,18.9,0.512,11,27,106,9.02,66,29,31.9,Q,27,6
RB,30,Rhamondre Stevenson,NE,11,123,145,161,15.1,32,18.4,0.869,11,28,100,8.73,68,30,30.1,,38,5
RB,31,Chuba Hubbard,CAR,5,132,144,153,10.4,11,17.6,0.231,11,27,85.5,9.58,69,31,31.8,,21,5
RB,32,Jadarian Price,SEA,11,64.5,144,184,49,99,17.3,6,12,22,64,31.2,70,32,25.7,Q,119.5,0
RB,33,RJ Harvey,DEN,10,119,138,161,19.6,70,11.3,9.14,12,25,89.5,5.74,85,33,36.2,,42,1
RB,34,Jacory Croskey-Merritt,WAS,7,121,129,137,7.29,4,2.19,2.19,12,25,120,5.03,115,34,35.8,,16,1
RB,35,Kyle Monangai,CHI,10,102,126,144,18.2,42,0,4.55,13,24,105,6.28,130,35,34.2,,42,1
RB,36,Jordan Mason,MIN,6,104,122,143,17,46,-4.55,0.739,13,27,122,6.64,164,36,37.5,,39,4
RB,37,Blake Corum,LAR,11,110,121,141,13,30,-5.29,4.77,13,25,114,5.15,168,37,32.9,,31,2
RB,38,Aaron Jones,MIN,6,90.1,116,139,18.9,59,-10.1,0.0912,13,31,116,5.61,202,38,39.8,,48.9,9
RB,39,Rachaad White,WAS,7,87.9,116,130,18.5,52,-10.2,4.58,14,27,124,7.52,203,39,38.5,,42.1,4
RB,40,Kenneth Gainwell,TB,10,78.1,112,130,21.9,63,-14.7,0.783,14,27,115,7.54,250,40,40,,51.9,5
RB,41,Jonathon Brooks,CAR,5,91.1,111,139,20.6,83,-15.5,3.9,14,23,110,7.04,259,41,35.5,,47.9,2
RB,42,Zach Charbonnet,SEA,11,88.5,107,137,20.1,80,-19.4,5.01,14,25,132,6.69,309,42,47,O,48.5,3
RB,43,Woody Marks,HOU,8,89.9,102,109,8.29,18,-24.4,7.4,15,25,141,3.32,358,43,45.7,,19.1,1
RB,44,Tyrone Tracy,NYG,8,76.4,94.5,112,13.8,25,-31.8,4.64,15,26,139,3.66,423,44,44.5,,35.6,2
RB,45,Isiah Pacheco,DET,6,74.3,89.9,109,14.9,48,-36.5,2.72,15,27,132,3.57,458,45,49.5,Q,34.7,4
RB,46,Tyjae Spears,TEN,9,73.9,87.1,102,12.6,44,-39.2,2.06,15,25,151,3.16,479,46,53.2,Q,28.1,3
RB,47,Chris Rodriguez,JAC,7,63.1,85.1,115,20.7,76,-41.2,1.97,16,26,150,2.85,496,47,42.2,,51.9,3
RB,48,Alvin Kamara,NO,8,54,83.1,107,20.1,75,-43.2,4.48,16,31,129,3.19,521,48,51.3,,53,9
RB,49,Tyler Allgeier,ARI,14,67.7,78.6,89.9,10.9,24,-47.7,1.31,16,26,153,3.6,574,49,45.4,,22.2,4
RB,50,Brian Robinson,ATL,11,62.7,77.3,86.4,9.88,27,-49,7.32,17,27,154,5.74,589,50,51.2,,23.7,4
RB,51,Justice Hill,BAL,13,55.6,70,86.9,12.4,86,-56.3,0.228,17,28,196,1.28,681,51,75.8,,31.3,7
RB,52,Ty Johnson,BUF,7,61.1,69.8,79.9,7.36,69,-56.5,0.299,17,28,213,0.901,684,52,76.9,Q,18.8,7
RB,53,Tank Bigsby,PHI,10,55.9,69.5,93.8,16.4,65,-56.8,5.99,17,23,163,2.7,687,53,49.5,,37.9,3
RB,54,Kareem Hunt,FA,,,63.5,,,87,-62.8,2.1,17,31,,,759,54,98.1,,,9
RB,55,Nick Chubb,FA,,,61.4,,,82,-64.9,0.559,17,30,148,,778,55,102,,,8
RB,56,Dylan Sampson,CLE,11,47.9,60.8,82.4,15.3,56,-65.5,0.466,17,21,174,1,781,56,54.1,,34.5,1
RB,57,Samaje Perine,CIN,6,47.8,60.4,75.2,13.2,89,-66,0.768,17,30,219,0.924,785,57,77.9,,27.4,9
RB,58,James Conner,ARI,14,28.2,59.6,85.6,22.2,94,-66.7,0.451,17,31,163,2.12,797,58,63.8,Q,57.4,9
RB,59,Braelon Allen,NYJ,13,42.6,59.2,78.9,13.8,68,-67.2,1.46,17,22,180,1.02,803,59,56,,36.3,2
RB,60,Joe Mixon,FA,,,57.7,,,97,-68.6,1.86,18,30,84.8,,821,60,90.9,Q,,9
RB,61,Mike Washington Jr.,LVR,13,46.4,55.8,75.9,12.7,62,-70.5,0.134,18,23,168,2.43,837,61,60.9,,29.5,0
RB,62,Keaton Mitchell,LAC,7,42.6,55.7,73.2,12.8,58,-70.6,0.908,18,24,156,2.31,838,62,49.4,,30.6,3
RB,63,Antonio Gibson,FA,,,54.8,,,99,-71.5,0.0635,18,56,,,844,63,123,Q,,6
RB,64,Kimani Vidal,LAC,7,28.7,54.7,80,20.7,85,-71.6,1.03,18,24,191,2.26,845,64,60.4,,51.3,2
RB,65,Jordan James,SF,8,34.2,53.7,93.5,24.8,96,-72.6,4.7,18,22,187,2.92,858,65,75.3,Q,59.3,1
RB,66,Malik Davis,DAL,14,24.3,49,85.4,29.8,93,-77.3,0.652,18,27,234,1.08,897,66,73,,61.1,4
RB,67,Ray Davis,BUF,7,26.9,48.4,60.5,16.3,72,-78,0.718,18,26,196,1.81,904,67,61.6,,33.6,2
RB,68,Sean Tucker,TB,10,31.9,47.6,66.8,15.6,79,-78.7,0.487,18,24,196,1.41,912,68,61.8,,34.9,3
RB,69,Jaylen Wright,MIA,6,30.7,47.1,63.1,13.4,51,-79.2,1.93,18,23,204,1.8,915,69,66.5,,32.4,2
RB,70,Emari Demercado,KC,5,29.5,45.2,79.3,21.3,90,-81.1,0.177,18,27,222,0.768,935,70,81.9,,49.8,3
RB,71,Devin Singletary,NYG,8,17.9,45,75.7,30.9,92,-81.3,2.03,18,28,213,1.08,937,71,83,,57.8,7
RB,72,Michael Carter,TEN,9,33.3,43,51.2,13.2,73,-83.3,0.591,19,27,,1.73,961,72,97.6,,17.9,5
WR,1,Puka Nacua,LAR,11,221,230,243,10,1,110,7.98,1,25,5.98,53.2,7,1,1.96,Q,22,3
WR,2,Ja'Marr Chase,CIN,6,212,222,236,12.1,4,102,8.68,1,26,4.24,60.3,9,2,1.28,,24,5
WR,3,Jaxon Smith-Njigba,SEA,11,201,214,228,11,3,93.1,13.6,2,24,12.8,49.6,12,3,3.04,,27,3
WR,4,Amon-Ra St. Brown,DET,6,197,200,203,2.93,1,79.5,21,3,26,10.9,51.1,18,4,3.84,,6,5
WR,5,Drake London,ATL,11,154,179,221,27.5,71,58.5,4.04,4,25,20.8,36,26,5,8.52,,67,4
WR,6,Justin Jefferson,MIN,6,150,175,209,21.8,57,54.5,1.18,4,27,15.2,47.6,29,6,6.59,,59,6
WR,7,CeeDee Lamb,DAL,14,159,174,192,13.9,12,53.3,3.43,4,27,14.1,48.1,30,7,5.75,,33,6
WR,8,George Pickens,DAL,14,152,171,198,22.8,61,49.9,1.97,4,25,36.1,29.5,32,8,9.96,,46,4
WR,9,Rashee Rice,KC,5,152,169,197,19.6,68,47.9,2.77,4,26,34.8,26.9,34,9,14,,45,3
WR,10,A.J. Brown,NE,11,143,166,187,18.2,43,45.1,0.216,4,29,26,34.1,36,10,8.61,,44,7
WR,11,Nico Collins,HOU,8,151,166,184,13.2,11,44.9,4.29,5,27,26.8,35.4,37,11,8.4,,33,5
WR,12,Chris Olave,NO,8,137,161,186,21.6,65,40.6,2.42,5,26,44.2,28.6,40,12,13.5,,49,4
WR,13,Zay Flowers,BAL,13,148,159,173,11.1,19,38.2,2.46,5,25,48.2,19.5,41,13,14.9,Q,25,3
WR,14,Jameson Williams,DET,6,148,156,172,9.68,18,35.7,1.92,5,25,62.6,12.8,42,14,21.5,,24,4
WR,15,Malik Nabers,NYG,8,132,155,170,15.4,54,33.8,0.977,5,23,30.5,24.5,43,15,16,Q,38,2
WR,16,Emeka Egbuka,TB,10,135,154,171,13.8,39,32.9,0.58,5,23,54.1,19.5,44,16,16.7,,36,1
WR,17,Davante Adams,LAR,11,145,153,167,9,8,32.3,0.659,5,33,59.7,20.2,45,17,21.7,,22,12
WR,18,Tee Higgins,CIN,6,139,152,169,14.5,33,31.6,2.89,5,27,45.9,20.6,46,18,15.2,,30,6
WR,19,Tetairoa McMillan,CAR,5,138,149,169,12.2,26,28.7,1.73,6,23,50.1,19.1,47,19,16.8,,31,1
WR,20,DeVonta Smith,PHI,10,132,148,160,10.4,24,27,1.24,6,27,45.4,29.3,49,20,15.3,Q,28,5
WR,21,Rome Odunze,CHI,10,134,146,161,11.7,28,25.8,0.962,6,24,72.2,10,52,21,25.4,,27,2
WR,22,Alec Pierce,IND,13,132,145,162,14.4,46,24.8,0.961,6,26,87,9.09,53,22,34.8,O,30,4
WR,23,Garrett Wilson,NYJ,13,134,145,156,7.98,7,23.8,1.07,6,26,47.2,21.9,55,23,24.4,,22,4
WR,24,Terry McLaurin,WAS,7,130,143,153,9.51,14,22.8,1.21,6,30,56.3,17.3,57,24,22.5,,23,7
WR,25,D.J. Moore,BUF,7,129,142,172,17.1,56,21.6,0.456,6,29,65,19,61,25,26.9,,43,8
WR,26,Ladd McConkey,LAC,7,132,142,157,11.3,25,21.1,3.97,6,24,48.1,16.6,62,26,20.8,,25,2
WR,27,Christian Watson,GB,11,129,138,143,5.93,6,17.1,0.328,6,27,81.9,11.2,72,27,22.8,,14,4
WR,28,Mike Evans,SF,8,126,137,149,10.1,17,16.8,1.8,6,32,71.7,14.2,73,28,26.2,Q,23,12
WR,29,Courtland Sutton,DEN,10,126,136,156,12.1,32,15,0.0492,6,30,89.6,8.18,75,29,36.1,,30,8
WR,30,Jaylen Waddle,DEN,10,124,136,147,8.56,15,14.9,3.16,7,27,67.6,20.8,76,30,22,Q,23,5
WR,31,DK Metcalf,PIT,9,119,132,149,11.1,22,11.8,2.22,7,28,86.2,10.7,82,31,33.3,Q,30,7
WR,32,Luther Burden,CHI,10,82.4,130,174,33.8,85,9.58,1.3,7,22,64.2,13.3,87,32,25.9,Q,91.6,1
WR,33,Brian Thomas Jr.,JAC,7,112,129,151,15.8,42,8.27,0.247,7,23,78,6.39,93,33,33.1,,39,2
WR,34,Marvin Harrison Jr.,ARI,14,110,129,146,13.9,35,8.02,4.05,7,24,78.3,8.26,94,34,32.9,,36,2
WR,35,Parker Washington,JAC,7,101,125,139,16.3,58,3.98,3.98,7,24,94.7,9.83,107,35,33.6,,38,3
WR,36,Michael Wilson,ARI,14,104,121,153,20.8,69,0,0.18,7,26,103,7.1,130,36,42,,49,3
WR,37,Carnell Tate,TEN,9,97.3,120,142,17.9,67,-0.18,0.78,8,21,79.9,29.5,132,37,32.8,,44.7,0
WR,38,Chris Godwin,TB,10,101,120,147,18.3,60,-0.96,5.56,8,30,112,7.83,139,38,40.4,,46,9
WR,39,Jordan Addison,MIN,6,93.4,114,141,18.1,53,-6.52,0.597,8,24,116,4.41,175,39,41,Q,47.6,3
WR,40,Quentin Johnston,LAC,7,99.3,114,130,13,31,-7.12,1.25,8,24,120,5.67,181,40,38.1,,30.7,3
WR,41,Tyreek Hill,FA,,,112,,,99,-8.37,2.06,8,32,186,2.88,188,41,93.7,Q,,10
WR,42,Jakobi Meyers,JAC,7,95,110,135,15.1,51,-10.4,1.31,8,29,123,4.09,205,42,46.7,,40,7
WR,43,Jayden Reed,GB,11,74.1,109,139,24.6,75,-11.7,0.944,8,26,134,3.67,218,43,44,,64.9,3
WR,44,Xavier Worthy,KC,5,81.4,108,122,16.8,62,-12.7,0.279,8,23,126,2.54,230,44,47.1,Q,40.6,2
WR,45,Xavier Worthy,KC,5,81.4,108,122,16.8,62,-12.7,0.279,8,23,126,2.54,230,44,47.1,Q,40.6,2
WR,46,Wan'Dale Robinson,TEN,9,87.7,108,151,25.3,76,-13,1.16,8,25,115,6.46,233,45,49.3,,63.3,4
WR,47,Michael Pittman,PIT,9,87,107,118,12.8,40,-14.1,1.92,9,28,120,7.71,246,46,44.6,Q,31,6
WR,48,Romeo Doubs,NE,11,87.4,105,121,12.4,47,-16,0.492,9,26,142,3.94,267,47,51.7,,33.6,4
WR,49,Jordyn Tyson,NO,8,62.2,104,137,28.8,86,-16.5,1.26,9,22,98.7,23.9,274,48,39,,74.8,0
WR,50,Josh Downs,IND,13,93.8,103,113,8.39,21,-17.8,0.824,9,25,121,5.03,289,49,47.7,Q,19.2,3
WR,51,Stefon Diggs,WAS,7,91.1,102,114,10,72,-18.6,1.25,9,32,131,5.71,298,50,49.6,,22.9,11
WR,52,Deebo Samuel,SF,8,73.1,101,122,21.5,90,-19.9,0.563,9,56,135,3.82,315,51,53.8,,48.9,7
WR,53,Makai Lemon,PHI,10,88.7,100,121,14.7,50,-20.4,2.88,9,22,110,21.2,320,52,42.6,Q,32.3,0
WR,54,Rashid Shaheed,SEA,11,59,97.4,130,27.6,78,-23.3,0.496,9,27,148,3.23,349,53,54.9,,71,4
WR,55,Matthew Golden,GB,11,60.4,96.9,119,23.3,81,-23.8,0.473,9,23,125,3.54,354,54,53.6,,58.6,1
WR,56,Theo Wease,MIA,6,,96.4,,,99,-24.3,4.03,9,25,160,,357,55,152,,,1
WR,57,Jerry Jeudy,CLE,11,81.1,92.4,115,13.1,49,-28.3,0.245,9,27,154,3.99,393,56,64.3,,33.9,6
WR,58,Khalil Shakir,BUF,7,82,92.1,98.9,7.77,10,-28.5,0.864,9,26,141,3.42,398,57,55.4,,16.9,4
WR,59,Calvin Ridley,TEN,9,51.9,91.3,124,29.2,96,-29.4,0.818,10,31,163,1.57,406,58,73.8,,72.1,8
WR,60,Jayden Higgins,HOU,8,76.2,90.4,102,10.8,29,-30.2,1.07,10,23,147,2.85,415,59,49.5,,25.8,1
WR,61,Jalen Coker,CAR,5,77.7,89.4,106,13.3,38,-31.3,1.54,10,24,153,2.93,420,60,53.3,,28.3,2
WR,62,Rashod Bateman,BAL,13,68.4,87.8,116,20.6,83,-32.8,0.13,10,26,176,1.65,432,61,76,,47.6,5
WR,63,Tre Tucker,LVR,13,78.7,87.7,95.6,6.94,44,-33,0.698,10,25,179,2.1,433,62,66.4,,16.9,3
WR,64,KC Concepcion,CLE,11,45.7,87,109,25.6,89,-33.7,2.26,10,21,136,15.7,438,63,54.3,,63.3,0
WR,65,Jalen McMillan,TB,10,79.2,84.7,89.3,4.46,36,-35.9,2.03,10,24,180,2.53,455,64,64.5,Q,10.1,2
WR,66,Jauan Jennings,MIN,6,62.6,82.7,109,21.3,82,-38,0.685,10,29,163,2.02,471,65,61.8,,46.4,6
WR,67,Jalen Nailor,LVR,13,58.6,82,112,21.1,93,-38.6,1.24,10,27,186,2.69,474,66,71.8,,53.4,4
WR,68,Kayshon Boutte,NE,11,48.8,80.8,120,32.7,94,-39.9,4.35,10,24,182,1.91,487,67,69.1,,71.2,3
WR,69,Adonai Mitchell,NYJ,13,56.4,76.4,94.8,16.9,79,-44.2,1.17,11,23,198,1.94,530,68,66,,38.4,2
WR,70,Malik Washington,MIA,6,60.6,75.3,101,18.2,88,-45.4,0.664,11,25,173,2.82,546,69,79.2,,40.4,2
WR,71,Denzel Boston,CLE,11,42.8,74.6,97.4,23.9,92,-46.1,4,11,22,158,9.56,556,70,64.8,,54.6,0
WR,72,Nathaniel Dell,HOU,8,17.9,70.6,114,40,97,-50.1,1.02,11,26,173,3.14,605,71,80.8,Q,96.1,3
WR,73,Cooper Kupp,SEA,11,59.6,69.6,89.8,13.4,74,-51.1,0.497,11,33,167,2.75,615,72,83.9,,30.2,9
TE,1,Trey McBride,ARI,14,134,156,172,16.6,34,54.5,9.11,1,26,24.9,31.2,28,1,2.17,,38,4
TE,2,Brock Bowers,LVR,13,131,147,156,10.6,1,45.4,19.2,2,23,23.8,31.3,35,2,1.16,,25,2
TE,3,Colston Loveland,CHI,10,114,127,147,13.2,26,26.2,9.88,3,22,57.8,18.4,51,3,3.21,,33,1
TE,4,Tyler Warren,IND,13,103,118,130,10.4,6,16.4,2.33,4,24,58.2,15.1,74,4,4.67,,27,1
TE,5,Harold Fannin,CLE,11,99.4,115,134,15.9,57,14,0.571,4,22,76.3,7.35,78,5,7.83,,34.6,1
TE,6,Tucker Kraft,GB,11,102,115,141,17.6,51,13.5,1.09,4,25,83.1,11.4,79,6,4.44,Q,39,3
TE,7,Kyle Pitts,ATL,11,104,114,134,12.6,23,12.4,2.47,4,25,83.7,10.9,81,7,8.26,,30,5
TE,8,Dallas Goedert,PHI,10,86.8,111,139,19.8,77,9.9,0.778,4,31,115,3.64,86,8,12.7,,52.2,8
TE,9,Mark Andrews,BAL,13,106,110,115,4.27,9,9.12,0.544,4,30,112,4.29,88,9,12.4,,9,8
