scoring,source,season,last_updated,ranking,player,position,position_rank,team,bye,tier,rank_best,rank_worst,rank_average,rank_stddev,adp_rank,player_id,fantasypros_url
ppr,FantasyPros ECR,2026,8/13,454,Riley Leonard,QB,QB48,IND,13,15,342,386,370.80,15.82,446,25373,https://www.fantasypros.com/nfl/players/riley-leonard.php
ppr,FantasyPros ECR,2026,8/13,455,Mitch Tinsley,WR,WR156,CIN,6,15,286,315,300.50,14.50,391,24370,https://www.fantasypros.com/nfl/players/mitchell-tinsley.php
ppr,FantasyPros ECR,2026,8/13,456,Hunter Luepke,RB,RB124,DAL,14,15,284,381,345.00,43.37,491,25941,https://www.fantasypros.com/nfl/players/hunter-luepke.php
ppr,FantasyPros ECR,2026,8/13,457,Brandin Cooks,WR,WR157,FA,,15,282,336,309.00,27.00,,12122,https://www.fantasypros.com/nfl/players/brandin-cooks.php
ppr,FantasyPros ECR,2026,8/13,458,Jackson Hawes,TE,TE67,BUF,7,15,366,383,374.60,7.12,487,27469,https://www.fantasypros.com/nfl/players/jackson-hawes.php
ppr,FantasyPros ECR,2026,8/13,459,Mo Alie-Cox,TE,TE68,IND,13,15,298,390,349.33,38.31,468,16579,https://www.fantasypros.com/nfl/players/mo-alie-cox.php
ppr,FantasyPros ECR,2026,8/13,460,Adam Trautman,TE,TE69,DEN,10,15,308,415,367.00,40.18,407,19423,https://www.fantasypros.com/nfl/players/adam-trautman.php
ppr,FantasyPros ECR,2026,8/13,461,New York Jets,DST,DST31,NYJ,13,15,276,432,356.67,63.80,301,8210,https://www.fantasypros.com/nfl/players/new-york-jets-defense.php
ppr,FantasyPros ECR,2026,8/13,462,Reggie Gilliam,RB,RB125,NE,11,15,301,338,319.50,18.50,452,19844,https://www.fantasypros.com/nfl/players/reggie-gilliam.php
ppr,FantasyPros ECR,2026,8/13,463,Elijah Higgins,TE,TE70,ARI,14,15,361,428,382.60,23.94,362,23119,https://www.fantasypros.com/nfl/players/elijah-higgins.php
ppr,FantasyPros ECR,2026,8/13,464,Nate Boerkircher,TE,TE71,JAC,7,15,295,358,326.50,31.50,535,28427,https://www.fantasypros.com/nfl/players/nate-boerkircher.php
ppr,FantasyPros ECR,2026,8/13,465,Marquez Valdes-Scantling,WR,WR158,DAL,14,15,318,431,375.50,40.31,421,17528,https://www.fantasypros.com/nfl/players/marquez-valdesscantling.php
ppr,FantasyPros ECR,2026,8/13,466,Reggie Virgil,WR,WR159,ARI,14,15,292,374,333.00,41.00,541,28141,https://www.fantasypros.com/nfl/players/reggie-virgil.php
ppr,FantasyPros ECR,2026,8/13,467,Josh Oliver,TE,TE72,MIN,6,15,309,363,336.00,27.00,406,18487,https://www.fantasypros.com/nfl/players/josh-oliver.php
ppr,FantasyPros ECR,2026,8/13,468,Dylan Laube,RB,RB126,LV,13,15,314,358,336.00,22.00,,26194,https://www.fantasypros.com/nfl/players/dylan-laube.php
ppr,FantasyPros ECR,2026,8/13,469,Van Jefferson,WR,WR160,WAS,7,15,303,374,338.50,35.50,463,19483,https://www.fantasypros.com/nfl/players/van-jefferson.php
ppr,FantasyPros ECR,2026,8/13,470,Robert Henry Jr.,RB,RB127,WAS,7,15,364,399,379.00,14.65,,28404,https://www.fantasypros.com/nfl/players/robert-henry-jr.php
ppr,FantasyPros ECR,2026,8/13,471,Michael Woods II,WR,WR161,DEN,10,16,280,408,344.00,64.00,,23893,https://www.fantasypros.com/nfl/players/michael-woods.php
ppr,FantasyPros ECR,2026,8/13,472,Gardner Minshew II,QB,QB49,ARI,14,16,339,363,351.00,12.00,454,18562,https://www.fantasypros.com/nfl/players/gardner-minshew.php
ppr,FantasyPros ECR,2026,8/13,473,DeAndre Hopkins,WR,WR162,BAL,13,16,322,451,388.00,52.71,584,11606,https://www.fantasypros.com/nfl/players/deandre-hopkins.php
ppr,FantasyPros ECR,2026,8/13,474,Jalen Milroe,QB,QB50,SEA,11,16,358,358,358.00,0.00,396,22884,https://www.fantasypros.com/nfl/players/jalen-milroe.php
ppr,FantasyPros ECR,2026,8/13,475,Luke Schoonmaker,TE,TE73,DAL,14,16,375,382,378.67,2.87,360,25267,https://www.fantasypros.com/nfl/players/luke-schoonmaker.php
ppr,FantasyPros ECR,2026,8/13,476,David Sills V,WR,WR163,TB,10,16,329,391,360.00,31.00,,18566,https://www.fantasypros.com/nfl/players/david-sills.php
ppr,FantasyPros ECR,2026,8/13,477,Miles Davis,RB,RB128,CAR,5,16,342,383,362.50,20.50,,28906,https://www.fantasypros.com/nfl/players/miles-davis.php
ppr,FantasyPros ECR,2026,8/13,478,Tyler Lockett,WR,WR164,LV,13,16,314,413,363.50,49.50,,13971,https://www.fantasypros.com/nfl/players/tyler-lockett.php
ppr,FantasyPros ECR,2026,8/13,479,Tim Patrick,WR,WR165,NYJ,13,16,315,412,363.50,48.50,507,16556,https://www.fantasypros.com/nfl/players/tim-patrick.php
ppr,FantasyPros ECR,2026,8/13,480,Taysom Hill,TE,TE74,FA,,16,309,440,374.50,65.50,516,17115,https://www.fantasypros.com/nfl/players/taysom-hill.php
ppr,FantasyPros ECR,2026,8/13,481,Tyrod Taylor,QB,QB51,GB,11,16,323,423,373.00,50.00,347,10007,https://www.fantasypros.com/nfl/players/tyrod-taylor.php
ppr,FantasyPros ECR,2026,8/13,482,Jermaine Burton,WR,WR166,FA,,16,324,458,391.00,67.00,,22956,https://www.fantasypros.com/nfl/players/jermaine-burton.php
ppr,FantasyPros ECR,2026,8/13,483,Miles Sanders,RB,RB129,FA,,16,327,446,386.50,59.50,,18283,https://www.fantasypros.com/nfl/players/miles-sanders.php
ppr,FantasyPros ECR,2026,8/13,484,Juice Wells Jr.,WR,WR167,ATL,11,16,335,459,397.00,62.00,,27218,https://www.fantasypros.com/nfl/players/antwane-wells-jr.php
ppr,FantasyPros ECR,2026,8/13,485,Elijah Mitchell,RB,RB130,FA,,16,336,460,398.00,62.00,,22813,https://www.fantasypros.com/nfl/players/elijah-mitchell-rb.php
ppr,FantasyPros ECR,2026,8/13,486,JuJu Smith-Schuster,WR,WR168,NYG,8,16,350,407,378.50,28.50,353,16427,https://www.fantasypros.com/nfl/players/juju-smith-schuster.php
ppr,FantasyPros ECR,2026,8/13,487,Jaydn Ott,RB,RB131,KC,5,16,366,393,379.50,13.50,,25394,https://www.fantasypros.com/nfl/players/jaydn-ott.php
ppr,FantasyPros ECR,2026,8/13,488,Myles Montgomery,RB,RB132,FA,,16,365,405,385.00,20.00,,28450,https://www.fantasypros.com/nfl/players/myles-montgomery.php
ppr,FantasyPros ECR,2026,8/13,489,Jason Sanders,K,K33,NYJ,13,16,374,406,390.00,16.00,342,17533,https://www.fantasypros.com/nfl/players/jason-sanders.php
ppr,FantasyPros ECR,2026,8/13,490,Jacob Cowing,WR,WR169,SF,8,16,373,450,411.50,38.50,,25289,https://www.fantasypros.com/nfl/players/jacob-cowing.php
