scoring,source,season,last_updated,ranking,player,position,position_rank,team,bye,tier,rank_best,rank_worst,rank_average,rank_stddev,adp_rank,player_id,fantasypros_url
half-ppr,FantasyPros ECR,2026,8/13,1,Jahmyr Gibbs,RB,RB1,DET,6,1,1,5,1.81,0.81,1,22968,https://www.fantasypros.com/nfl/players/jahmyr-gibbs.php
half-ppr,FantasyPros ECR,2026,8/13,2,Bijan Robinson,RB,RB2,ATL,11,1,1,5,2.13,0.94,2,23133,https://www.fantasypros.com/nfl/players/bijan-robinson.php
half-ppr,FantasyPros ECR,2026,8/13,3,Ja'Marr Chase,WR,WR1,CIN,6,1,1,4,2.67,1.07,3,19788,https://www.fantasypros.com/nfl/players/jamarr-chase.php
half-ppr,FantasyPros ECR,2026,8/13,4,Puka Nacua,WR,WR2,LAR,11,1,1,9,4.01,1.35,4,23180,https://www.fantasypros.com/nfl/players/puka-nacua.php
half-ppr,FantasyPros ECR,2026,8/13,5,Jaxon Smith-Njigba,WR,WR3,SEA,11,1,2,11,5.90,1.37,6,23070,https://www.fantasypros.com/nfl/players/jaxon-smith-njigba.php
half-ppr,FantasyPros ECR,2026,8/13,6,Amon-Ra St. Brown,WR,WR4,DET,6,1,5,11,6.75,1.12,8,19799,https://www.fantasypros.com/nfl/players/amonra-stbrown.php
half-ppr,FantasyPros ECR,2026,8/13,7,Christian McCaffrey,RB,RB3,SF,8,1,2,20,7.71,3.80,5,16393,https://www.fantasypros.com/nfl/players/christian-mccaffrey.php
half-ppr,FantasyPros ECR,2026,8/13,8,Jonathan Taylor,RB,RB4,IND,13,1,5,21,9.24,2.95,7,19217,https://www.fantasypros.com/nfl/players/jonathan-taylor.php
half-ppr,FantasyPros ECR,2026,8/13,9,CeeDee Lamb,WR,WR5,DAL,14,2,7,22,9.87,2.65,12,19202,https://www.fantasypros.com/nfl/players/ceedee-lamb.php
half-ppr,FantasyPros ECR,2026,8/13,10,Justin Jefferson,WR,WR6,MIN,6,2,6,30,11.15,4.25,10,19236,https://www.fantasypros.com/nfl/players/justin-jefferson.php
half-ppr,FantasyPros ECR,2026,8/13,11,James Cook III,RB,RB5,BUF,7,2,5,30,11.20,3.97,9,22958,https://www.fantasypros.com/nfl/players/james-cook.php
half-ppr,FantasyPros ECR,2026,8/13,12,Ashton Jeanty,RB,RB6,LV,13,2,7,37,14.50,5.06,11,25989,https://www.fantasypros.com/nfl/players/ashton-jeanty.php
half-ppr,FantasyPros ECR,2026,8/13,13,Drake London,WR,WR7,ATL,11,2,8,32,15.27,4.55,17,23163,https://www.fantasypros.com/nfl/players/drake-london.php
half-ppr,FantasyPros ECR,2026,8/13,14,Chase Brown,RB,RB7,CIN,6,2,9,42,16.99,5.57,15,25324,https://www.fantasypros.com/nfl/players/chase-brown.php
half-ppr,FantasyPros ECR,2026,8/13,15,A.J. Brown,WR,WR8,NE,11,2,8,35,17.51,6.27,23,18218,https://www.fantasypros.com/nfl/players/aj-brown.php
half-ppr,FantasyPros ECR,2026,8/13,16,Saquon Barkley,RB,RB8,PHI,10,2,10,39,18.51,6.31,14,17240,https://www.fantasypros.com/nfl/players/saquon-barkley.php
half-ppr,FantasyPros ECR,2026,8/13,17,Brock Bowers,TE,TE1,LV,13,2,11,34,18.62,4.08,20,22955,https://www.fantasypros.com/nfl/players/brock-bowers.php
half-ppr,FantasyPros ECR,2026,8/13,18,De'Von Achane,RB,RB9,MIA,6,2,9,45,18.74,6.14,13,23136,https://www.fantasypros.com/nfl/players/devon-achane.php
half-ppr,FantasyPros ECR,2026,8/13,19,Omarion Hampton,RB,RB10,LAC,7,2,10,50,19.89,6.49,16,25395,https://www.fantasypros.com/nfl/players/omarion-hampton.php
half-ppr,FantasyPros ECR,2026,8/13,20,Nico Collins,WR,WR9,HOU,8,2,11,39,20.07,4.90,24,20130,https://www.fantasypros.com/nfl/players/nico-collins.php
half-ppr,FantasyPros ECR,2026,8/13,21,Derrick Henry,RB,RB11,BAL,13,3,12,46,22.46,7.09,22,15514,https://www.fantasypros.com/nfl/players/derrick-henry.php
half-ppr,FantasyPros ECR,2026,8/13,22,George Pickens,WR,WR10,DAL,14,3,11,48,22.86,5.94,25,22963,https://www.fantasypros.com/nfl/players/george-pickens.php
half-ppr,FantasyPros ECR,2026,8/13,23,Kenneth Walker III,RB,RB12,KC,5,3,10,88,23.98,11.52,18,23021,https://www.fantasypros.com/nfl/players/kenneth-walker-rb.php
half-ppr,FantasyPros ECR,2026,8/13,24,Trey McBride,TE,TE2,ARI,14,3,12,60,23.99,6.76,19,22936,https://www.fantasypros.com/nfl/players/trey-mcbride.php
half-ppr,FantasyPros ECR,2026,8/13,25,Chris Olave,WR,WR11,NO,8,3,18,45,26.94,5.80,28,20111,https://www.fantasypros.com/nfl/players/chris-olave.php
half-ppr,FantasyPros ECR,2026,8/13,26,Rashee Rice,WR,WR12,KC,5,3,8,71,27.69,9.75,29,23113,https://www.fantasypros.com/nfl/players/rashee-rice.php
half-ppr,FantasyPros ECR,2026,8/13,27,Josh Allen,QB,QB1,BUF,7,3,20,43,27.93,5.08,21,17298,https://www.fantasypros.com/nfl/players/josh-allen-qb.php
half-ppr,FantasyPros ECR,2026,8/13,28,DeVonta Smith,WR,WR13,PHI,10,3,14,48,30.50,7.15,34,19222,https://www.fantasypros.com/nfl/players/devonta-smith.php
half-ppr,FantasyPros ECR,2026,8/13,29,Malik Nabers,WR,WR14,NYG,8,3,11,83,32.70,12.56,32,25409,https://www.fantasypros.com/nfl/players/malik-nabers.php
half-ppr,FantasyPros ECR,2026,8/13,30,Zay Flowers,WR,WR15,BAL,13,3,18,55,32.76,7.29,38,22916,https://www.fantasypros.com/nfl/players/zay-flowers.php
half-ppr,FantasyPros ECR,2026,8/13,31,Kyren Williams,RB,RB13,LAR,11,3,15,55,35.44,7.93,30,23059,https://www.fantasypros.com/nfl/players/kyren-williams.php
half-ppr,FantasyPros ECR,2026,8/13,32,Tee Higgins,WR,WR16,CIN,6,3,21,54,35.64,6.43,37,19211,https://www.fantasypros.com/nfl/players/tee-higgins.php
half-ppr,FantasyPros ECR,2026,8/13,33,Tetairoa McMillan,WR,WR17,CAR,5,3,17,65,36.86,7.89,39,25417,https://www.fantasypros.com/nfl/players/tetairoa-mcmillan.php
half-ppr,FantasyPros ECR,2026,8/13,34,Emeka Egbuka,WR,WR18,TB,10,4,15,63,37.58,8.30,40,23062,https://www.fantasypros.com/nfl/players/emeka-egbuka.php
half-ppr,FantasyPros ECR,2026,8/13,35,Lamar Jackson,QB,QB2,BAL,13,4,24,64,37.64,11.41,36,17233,https://www.fantasypros.com/nfl/players/lamar-jackson.php
half-ppr,FantasyPros ECR,2026,8/13,36,Jeremiyah Love,RB,RB14,ARI,14,4,23,181,37.73,17.82,26,25403,https://www.fantasypros.com/nfl/players/jeremiyah-love.php
half-ppr,FantasyPros ECR,2026,8/13,37,Breece Hall,RB,RB15,NYJ,13,4,24,63,38.46,7.62,33,22982,https://www.fantasypros.com/nfl/players/breece-hall.php
half-ppr,FantasyPros ECR,2026,8/13,38,Josh Jacobs,RB,RB16,GB,11,4,20,86,38.62,9.73,27,18269,https://www.fantasypros.com/nfl/players/josh-jacobs.php
half-ppr,FantasyPros ECR,2026,8/13,39,Ladd McConkey,WR,WR19,LAC,7,4,20,58,39.04,6.63,45,26122,https://www.fantasypros.com/nfl/players/ladd-mcconkey.php
half-ppr,FantasyPros ECR,2026,8/13,40,Javonte Williams,RB,RB17,DAL,14,4,18,55,39.67,8.24,31,22739,https://www.fantasypros.com/nfl/players/javonte-williams.php
half-ppr,FantasyPros ECR,2026,8/13,41,Garrett Wilson,WR,WR20,NYJ,13,4,26,63,39.69,7.45,42,23072,https://www.fantasypros.com/nfl/players/garrett-wilson.php
half-ppr,FantasyPros ECR,2026,8/13,42,Colston Loveland,TE,TE3,CHI,10,4,25,84,40.20,12.06,41,26006,https://www.fantasypros.com/nfl/players/colston-loveland.php
half-ppr,FantasyPros ECR,2026,8/13,43,Jaylen Waddle,WR,WR21,DEN,10,4,25,61,41.24,8.29,47,19790,https://www.fantasypros.com/nfl/players/jaylen-waddle.php
half-ppr,FantasyPros ECR,2026,8/13,44,Drake Maye,QB,QB3,NE,11,4,26,95,43.57,15.48,55,23046,https://www.fantasypros.com/nfl/players/drake-maye.php
half-ppr,FantasyPros ECR,2026,8/13,45,Terry McLaurin,WR,WR22,WAS,7,4,29,74,46.67,8.04,54,18466,https://www.fantasypros.com/nfl/players/terry-mclaurin.php
half-ppr,FantasyPros ECR,2026,8/13,46,Travis Etienne Jr.,RB,RB18,NO,8,4,32,67,49.33,8.05,43,19231,https://www.fantasypros.com/nfl/players/travis-etienne.php
half-ppr,FantasyPros ECR,2026,8/13,47,Davante Adams,WR,WR23,LAR,11,4,35,80,49.68,8.39,58,12123,https://www.fantasypros.com/nfl/players/davante-adams.php
half-ppr,FantasyPros ECR,2026,8/13,48,Luther Burden III,WR,WR24,CHI,10,4,36,107,49.93,10.02,48,27016,https://www.fantasypros.com/nfl/players/luther-burden-iii.php
half-ppr,FantasyPros ECR,2026,8/13,49,Joe Burrow,QB,QB4,CIN,6,4,27,92,50.04,13.85,49,19196,https://www.fantasypros.com/nfl/players/joe-burrow.php
half-ppr,FantasyPros ECR,2026,8/13,50,Cam Skattebo,RB,RB19,NYG,8,4,35,85,52.07,8.74,35,27166,https://www.fantasypros.com/nfl/players/cam-skattebo.php
half-ppr,FantasyPros ECR,2026,8/13,51,Bucky Irving,RB,RB20,TB,10,4,24,72,53.93,7.99,44,25981,https://www.fantasypros.com/nfl/players/bucky-irving.php
half-ppr,FantasyPros ECR,2026,8/13,52,Tyler Warren,TE,TE4,IND,13,4,24,84,54.55,11.45,52,26434,https://www.fantasypros.com/nfl/players/tyler-warren.php
half-ppr,FantasyPros ECR,2026,8/13,53,D'Andre Swift,RB,RB21,CHI,10,4,38,71,54.64,7.06,56,19210,https://www.fantasypros.com/nfl/players/dandre-swift.php
half-ppr,FantasyPros ECR,2026,8/13,54,Jayden Daniels,QB,QB5,WAS,7,4,27,91,54.67,13.99,60,22902,https://www.fantasypros.com/nfl/players/jayden-daniels.php
half-ppr,FantasyPros ECR,2026,8/13,55,Jameson Williams,WR,WR25,DET,6,4,39,93,55.43,11.04,59,23677,https://www.fantasypros.com/nfl/players/jameson-williams.php
half-ppr,FantasyPros ECR,2026,8/13,56,Quinshon Judkins,RB,RB22,CLE,11,4,37,76,55.44,8.00,46,25391,https://www.fantasypros.com/nfl/players/quinshon-judkins.php
half-ppr,FantasyPros ECR,2026,8/13,57,Christian Watson,WR,WR26,GB,11,4,38,109,56.00,12.06,65,23886,https://www.fantasypros.com/nfl/players/christian-watson.php
half-ppr,FantasyPros ECR,2026,8/13,58,David Montgomery,RB,RB23,HOU,8,4,37,98,56.39,8.90,53,18239,https://www.fantasypros.com/nfl/players/david-montgomery.php
half-ppr,FantasyPros ECR,2026,8/13,59,Mike Evans,WR,WR27,SF,8,4,37,197,56.77,17.99,62,12119,https://www.fantasypros.com/nfl/players/mike-evans.php
half-ppr,FantasyPros ECR,2026,8/13,60,DJ Moore,WR,WR28,BUF,7,5,33,114,58.58,12.97,51,17265,https://www.fantasypros.com/nfl/players/dj-moore-wr.php
half-ppr,FantasyPros ECR,2026,8/13,61,Jalen Hurts,QB,QB6,PHI,10,5,25,85,59.54,11.66,63,19275,https://www.fantasypros.com/nfl/players/jalen-hurts.php
half-ppr,FantasyPros ECR,2026,8/13,62,Rome Odunze,WR,WR29,CHI,10,5,44,81,60.01,8.88,64,25411,https://www.fantasypros.com/nfl/players/rome-odunze.php
half-ppr,FantasyPros ECR,2026,8/13,63,TreVeyon Henderson,RB,RB24,NE,11,5,37,120,60.21,10.85,50,23065,https://www.fantasypros.com/nfl/players/treveyon-henderson.php
half-ppr,FantasyPros ECR,2026,8/13,64,Bhayshul Tuten,RB,RB25,JAC,7,5,46,92,63.88,10.59,57,27297,https://www.fantasypros.com/nfl/players/bhayshul-tuten.php
half-ppr,FantasyPros ECR,2026,8/13,65,Tucker Kraft,TE,TE5,GB,11,5,34,96,68.37,11.09,66,25298,https://www.fantasypros.com/nfl/players/tucker-kraft.php
half-ppr,FantasyPros ECR,2026,8/13,66,Jadarian Price,RB,RB26,SEA,11,5,33,116,68.51,11.08,61,27329,https://www.fantasypros.com/nfl/players/jadarian-price.php
half-ppr,FantasyPros ECR,2026,8/13,67,Caleb Williams,QB,QB7,CHI,10,5,36,100,70.13,13.31,75,23084,https://www.fantasypros.com/nfl/players/caleb-williams.php
half-ppr,FantasyPros ECR,2026,8/13,68,Justin Herbert,QB,QB8,LAC,7,5,36,104,71.31,13.02,79,18635,https://www.fantasypros.com/nfl/players/justin-herbert.php
half-ppr,FantasyPros ECR,2026,8/13,69,Carnell Tate,WR,WR30,TEN,9,5,48,194,72.18,21.02,69,26009,https://www.fantasypros.com/nfl/players/carnell-tate.php
half-ppr,FantasyPros ECR,2026,8/13,70,Jaylen Warren,RB,RB27,PIT,9,5,52,101,73.38,8.66,68,24209,https://www.fantasypros.com/nfl/players/jaylen-warren.php
half-ppr,FantasyPros ECR,2026,8/13,71,Marvin Harrison Jr.,WR,WR31,ARI,14,5,48,106,73.65,10.83,77,23064,https://www.fantasypros.com/nfl/players/marvin-harrison-jr.php
half-ppr,FantasyPros ECR,2026,8/13,72,Parker Washington,WR,WR32,JAC,7,5,48,132,75.33,18.04,73,23106,https://www.fantasypros.com/nfl/players/parker-washington.php
half-ppr,FantasyPros ECR,2026,8/13,73,Tony Pollard,RB,RB28,TEN,9,5,56,99,77.36,9.19,80,18705,https://www.fantasypros.com/nfl/players/tony-pollard.php
half-ppr,FantasyPros ECR,2026,8/13,74,DK Metcalf,WR,WR33,PIT,9,5,44,127,78.99,12.32,83,18219,https://www.fantasypros.com/nfl/players/dk-metcalf.php
half-ppr,FantasyPros ECR,2026,8/13,75,Trevor Lawrence,QB,QB9,JAC,7,5,58,109,79.01,11.82,85,19780,https://www.fantasypros.com/nfl/players/trevor-lawrence.php
half-ppr,FantasyPros ECR,2026,8/13,76,Brian Thomas Jr.,WR,WR34,JAC,7,5,54,109,79.24,10.72,70,23000,https://www.fantasypros.com/nfl/players/brian-thomas-jr.php
half-ppr,FantasyPros ECR,2026,8/13,77,Rhamondre Stevenson,RB,RB29,NE,11,5,55,113,79.50,9.64,72,22726,https://www.fantasypros.com/nfl/players/rhamondre-stevenson.php
half-ppr,FantasyPros ECR,2026,8/13,78,Dak Prescott,QB,QB10,DAL,14,5,36,115,79.99,14.31,81,15600,https://www.fantasypros.com/nfl/players/dak-prescott.php
half-ppr,FantasyPros ECR,2026,8/13,79,Sam LaPorta,TE,TE6,DET,6,5,52,110,80.35,9.66,74,22978,https://www.fantasypros.com/nfl/players/sam-laporta.php
half-ppr,FantasyPros ECR,2026,8/13,80,Chuba Hubbard,RB,RB30,CAR,5,5,59,122,83.55,12.65,76,19792,https://www.fantasypros.com/nfl/players/chuba-hubbard.php
half-ppr,FantasyPros ECR,2026,8/13,81,Kyle Pitts Sr.,TE,TE7,ATL,11,5,66,108,84.81,8.39,71,20164,https://www.fantasypros.com/nfl/players/kyle-pitts.php
half-ppr,FantasyPros ECR,2026,8/13,82,Rico Dowdle,RB,RB31,PIT,9,6,65,130,84.89,12.43,78,19647,https://www.fantasypros.com/nfl/players/rico-dowdle.php
half-ppr,FantasyPros ECR,2026,8/13,83,Courtland Sutton,WR,WR35,DEN,10,6,60,120,86.81,14.74,90,17253,https://www.fantasypros.com/nfl/players/courtland-sutton.php
half-ppr,FantasyPros ECR,2026,8/13,84,Jordyn Tyson,WR,WR36,NO,8,6,55,190,87.25,20.36,84,26035,https://www.fantasypros.com/nfl/players/jordyn-tyson.php
half-ppr,FantasyPros ECR,2026,8/13,85,Alec Pierce,WR,WR37,IND,13,6,61,162,87.60,17.03,91,23791,https://www.fantasypros.com/nfl/players/alec-pierce.php
half-ppr,FantasyPros ECR,2026,8/13,86,Harold Fannin Jr.,TE,TE8,CLE,11,6,34,166,79.70,15.53,67,27050,https://www.fantasypros.com/nfl/players/harold-fannin-jr.php
half-ppr,FantasyPros ECR,2026,8/13,87,Chris Godwin Jr.,WR,WR38,TB,10,6,66,202,88.90,17.84,92,16406,https://www.fantasypros.com/nfl/players/chris-godwin.php
half-ppr,FantasyPros ECR,2026,8/13,88,J.K. Dobbins,RB,RB32,DEN,10,6,65,161,93.44,15.86,88,19245,https://www.fantasypros.com/nfl/players/jk-dobbins.php
half-ppr,FantasyPros ECR,2026,8/13,89,Jaxson Dart,QB,QB11,NYG,8,6,58,123,93.75,14.13,89,23160,https://www.fantasypros.com/nfl/players/jaxson-dart.php
half-ppr,FantasyPros ECR,2026,8/13,90,Michael Wilson,WR,WR39,ARI,14,6,62,150,94.43,15.73,86,25333,https://www.fantasypros.com/nfl/players/michael-wilson.php
half-ppr,FantasyPros ECR,2026,8/13,91,Michael Pittman Jr.,WR,WR40,PIT,9,6,57,132,95.04,15.21,103,19278,https://www.fantasypros.com/nfl/players/michael-pittman.php
half-ppr,FantasyPros ECR,2026,8/13,92,RJ Harvey,RB,RB33,DEN,10,6,53,134,95.38,18.77,82,27142,https://www.fantasypros.com/nfl/players/rj-harvey.php
half-ppr,FantasyPros ECR,2026,8/13,93,Brock Purdy,QB,QB12,SF,8,6,70,133,96.88,11.12,99,19797,https://www.fantasypros.com/nfl/players/brock-purdy.php
half-ppr,FantasyPros ECR,2026,8/13,94,Kyle Monangai,RB,RB34,CHI,10,6,67,128,97.44,13.38,87,27131,https://www.fantasypros.com/nfl/players/kyle-monangai.php
half-ppr,FantasyPros ECR,2026,8/13,95,Quentin Johnston,WR,WR41,LAC,7,6,50,132,97.45,15.36,102,23123,https://www.fantasypros.com/nfl/players/quentin-johnston.php
half-ppr,FantasyPros ECR,2026,8/13,96,Blake Corum,RB,RB35,LAR,11,6,71,139,98.17,13.76,93,23013,https://www.fantasypros.com/nfl/players/blake-corum.php
half-ppr,FantasyPros ECR,2026,8/13,97,Josh Downs,WR,WR42,IND,13,6,67,135,100.19,17.79,107,24706,https://www.fantasypros.com/nfl/players/josh-downs.php
half-ppr,FantasyPros ECR,2026,8/13,98,Patrick Mahomes II,QB,QB13,KC,5,6,62,128,100.61,13.16,96,16413,https://www.fantasypros.com/nfl/players/patrick-mahomes.php
half-ppr,FantasyPros ECR,2026,8/13,99,Bo Nix,QB,QB14,DEN,10,6,69,133,100.64,10.34,101,22910,https://www.fantasypros.com/nfl/players/bo-nix.php
half-ppr,FantasyPros ECR,2026,8/13,100,Makai Lemon,WR,WR43,PHI,10,6,75,199,102.73,19.28,98,25420,https://www.fantasypros.com/nfl/players/makai-lemon.php
half-ppr,FantasyPros ECR,2026,8/13,101,Jonathon Brooks,RB,RB36,CAR,5,6,65,234,103.46,31.13,94,26148,https://www.fantasypros.com/nfl/players/jonathon-brooks.php
half-ppr,FantasyPros ECR,2026,8/13,102,Matthew Stafford,QB,QB15,LAR,11,6,51,148,103.52,16.47,106,9451,https://www.fantasypros.com/nfl/players/matthew-stafford.php
half-ppr,FantasyPros ECR,2026,8/13,103,Wan'Dale Robinson,WR,WR44,TEN,9,6,74,162,104.05,16.24,117,22985,https://www.fantasypros.com/nfl/players/wandale-robinson.php
half-ppr,FantasyPros ECR,2026,8/13,104,Travis Kelce,TE,TE9,KC,5,6,76,157,105.52,15.70,97,11594,https://www.fantasypros.com/nfl/players/travis-kelce.php
half-ppr,FantasyPros ECR,2026,8/13,105,George Kittle,TE,TE10,SF,8,6,75,228,105.82,23.56,95,16499,https://www.fantasypros.com/nfl/players/george-kittle.php
half-ppr,FantasyPros ECR,2026,8/13,106,Jordan Addison,WR,WR45,MIN,6,6,78,149,106.79,14.23,108,23107,https://www.fantasypros.com/nfl/players/jordan-addison.php
half-ppr,FantasyPros ECR,2026,8/13,107,Kenny Gainwell,RB,RB37,TB,10,6,80,146,107.74,13.94,105,23310,https://www.fantasypros.com/nfl/players/kenneth-gainwell.php
half-ppr,FantasyPros ECR,2026,8/13,108,Jared Goff,QB,QB16,DET,6,6,58,148,107.86,14.25,115,15501,https://www.fantasypros.com/nfl/players/jared-goff.php
half-ppr,FantasyPros ECR,2026,8/13,109,Jacory Croskey-Merritt,RB,RB38,WAS,7,6,78,145,107.95,13.11,110,27316,https://www.fantasypros.com/nfl/players/jacory-croskeymerritt.php
half-ppr,FantasyPros ECR,2026,8/13,110,Rachaad White,RB,RB39,WAS,7,6,72,153,108.25,15.06,112,23891,https://www.fantasypros.com/nfl/players/rachaad-white.php
half-ppr,FantasyPros ECR,2026,8/13,111,Jayden Reed,WR,WR46,GB,11,6,70,157,111.01,16.61,113,23020,https://www.fantasypros.com/nfl/players/jayden-reed.php
half-ppr,FantasyPros ECR,2026,8/13,112,Jordan Mason,RB,RB40,MIN,6,6,82,150,112.07,13.60,109,22969,https://www.fantasypros.com/nfl/players/jordan-mason.php
half-ppr,FantasyPros ECR,2026,8/13,113,Aaron Jones Sr.,RB,RB41,MIN,6,6,79,147,114.58,13.43,116,16673,https://www.fantasypros.com/nfl/players/aaron-jones.php
half-ppr,FantasyPros ECR,2026,8/13,114,Kyler Murray,QB,QB17,MIN,6,6,78,151,115.30,13.13,127,18600,https://www.fantasypros.com/nfl/players/kyler-murray.php
half-ppr,FantasyPros ECR,2026,8/13,115,Jakobi Meyers,WR,WR47,JAC,7,6,67,153,108.22,16.74,118,18598,https://www.fantasypros.com/nfl/players/jakobi-meyers.php
half-ppr,FantasyPros ECR,2026,8/13,116,Dallas Goedert,TE,TE11,PHI,10,6,89,180,119.71,16.40,119,17270,https://www.fantasypros.com/nfl/players/dallas-goedert.php
half-ppr,FantasyPros ECR,2026,8/13,117,Baker Mayfield,QB,QB18,TB,10,7,77,172,120.13,11.98,131,17237,https://www.fantasypros.com/nfl/players/baker-mayfield.php
half-ppr,FantasyPros ECR,2026,8/13,118,Jake Ferguson,TE,TE12,DAL,14,7,94,174,120.81,15.44,111,22718,https://www.fantasypros.com/nfl/players/jake-ferguson.php
half-ppr,FantasyPros ECR,2026,8/13,119,Dalton Kincaid,TE,TE13,BUF,7,7,91,156,112.40,14.14,100,25247,https://www.fantasypros.com/nfl/players/dalton-kincaid.php
half-ppr,FantasyPros ECR,2026,8/13,120,Jordan Love,QB,QB19,GB,11,7,75,176,122.85,15.06,129,19246,https://www.fantasypros.com/nfl/players/jordan-love.php
half-ppr,FantasyPros ECR,2026,8/13,121,Tyler Shough,QB,QB20,NO,8,7,95,169,124.35,14.14,144,23096,https://www.fantasypros.com/nfl/players/tyler-shough.php
half-ppr,FantasyPros ECR,2026,8/13,122,Jayden Higgins,WR,WR48,HOU,8,7,97,179,126.44,15.78,155,27077,https://www.fantasypros.com/nfl/players/jayden-higgins.php
half-ppr,FantasyPros ECR,2026,8/13,123,Xavier Worthy,WR,WR49,KC,5,7,99,205,128.19,17.52,125,23019,https://www.fantasypros.com/nfl/players/xavier-worthy.php
half-ppr,FantasyPros ECR,2026,8/13,124,Tyrone Tracy Jr.,RB,RB42,NYG,8,7,115,181,130.25,11.67,138,22980,https://www.fantasypros.com/nfl/players/tyrone-tracy-jr.php
half-ppr,FantasyPros ECR,2026,8/13,125,Jalen Coker,WR,WR50,CAR,5,7,98,170,131.23,15.25,159,26403,https://www.fantasypros.com/nfl/players/jalen-coker.php
half-ppr,FantasyPros ECR,2026,8/13,126,Malik Willis,QB,QB21,MIA,6,7,62,295,132.52,26.29,135,23499,https://www.fantasypros.com/nfl/players/malik-willis.php
half-ppr,FantasyPros ECR,2026,8/13,127,Khalil Shakir,WR,WR51,BUF,7,7,100,173,132.56,14.76,154,23748,https://www.fantasypros.com/nfl/players/khalil-shakir.php
half-ppr,FantasyPros ECR,2026,8/13,128,Mark Andrews,TE,TE14,BAL,13,7,86,191,124.67,20.61,114,17269,https://www.fantasypros.com/nfl/players/mark-andrews.php
half-ppr,FantasyPros ECR,2026,8/13,129,Tyler Allgeier,RB,RB43,ARI,14,7,92,165,133.67,13.92,134,24172,https://www.fantasypros.com/nfl/players/tyler-allgeier.php
half-ppr,FantasyPros ECR,2026,8/13,130,Woody Marks,RB,RB44,HOU,8,7,99,172,134.99,13.57,145,27520,https://www.fantasypros.com/nfl/players/woody-marks.php
half-ppr,FantasyPros ECR,2026,8/13,131,Isaiah Likely,TE,TE15,NYG,8,7,84,235,117.95,27.53,104,23781,https://www.fantasypros.com/nfl/players/isaiah-likely.php
half-ppr,FantasyPros ECR,2026,8/13,132,KC Concepcion,WR,WR52,CLE,11,7,89,257,135.83,28.44,139,27331,https://www.fantasypros.com/nfl/players/kevin-concepcion.php
half-ppr,FantasyPros ECR,2026,8/13,133,Chris Rodriguez Jr.,RB,RB45,JAC,7,7,98,197,129.48,16.22,157,22986,https://www.fantasypros.com/nfl/players/chris-rodriguez-jr.php
half-ppr,FantasyPros ECR,2026,8/13,134,Zach Charbonnet,RB,RB46,SEA,11,7,78,227,138.63,24.27,124,23152,https://www.fantasypros.com/nfl/players/zach-charbonnet.php
half-ppr,FantasyPros ECR,2026,8/13,135,Romeo Doubs,WR,WR53,NE,11,7,106,183,131.92,16.31,136,23794,https://www.fantasypros.com/nfl/players/romeo-doubs.php
half-ppr,FantasyPros ECR,2026,8/13,136,Stefon Diggs,WR,WR54,WAS,7,7,69,240,114.27,36.30,123,13981,https://www.fantasypros.com/nfl/players/stefon-diggs.php
half-ppr,FantasyPros ECR,2026,8/13,137,Matthew Golden,WR,WR55,GB,11,7,87,201,136.28,22.10,141,26024,https://www.fantasypros.com/nfl/players/matthew-golden.php
half-ppr,FantasyPros ECR,2026,8/13,138,C.J. Stroud,QB,QB22,HOU,8,7,103,241,147.73,22.51,160,23071,https://www.fantasypros.com/nfl/players/cj-stroud.php
half-ppr,FantasyPros ECR,2026,8/13,139,Sam Darnold,QB,QB23,SEA,11,7,97,297,147.88,23.52,150,17236,https://www.fantasypros.com/nfl/players/sam-darnold.php
half-ppr,FantasyPros ECR,2026,8/13,140,Tyjae Spears,RB,RB47,TEN,9,7,118,217,148.00,15.45,156,25323,https://www.fantasypros.com/nfl/players/tyjae-spears.php
half-ppr,FantasyPros ECR,2026,8/13,141,Alvin Kamara,RB,RB48,NO,8,7,117,237,149.94,21.09,143,16421,https://www.fantasypros.com/nfl/players/alvin-kamara.php
half-ppr,FantasyPros ECR,2026,8/13,142,Juwan Johnson,TE,TE16,NO,8,7,109,239,147.05,23.03,147,19562,https://www.fantasypros.com/nfl/players/juwan-johnson.php
half-ppr,FantasyPros ECR,2026,8/13,143,Isiah Pacheco,RB,RB49,DET,6,7,120,210,147.43,13.57,161,24333,https://www.fantasypros.com/nfl/players/isiah-pacheco.php
half-ppr,FantasyPros ECR,2026,8/13,144,Rashid Shaheed,WR,WR56,SEA,11,7,115,193,148.12,16.14,146,24687,https://www.fantasypros.com/nfl/players/rashid-shaheed.php
half-ppr,FantasyPros ECR,2026,8/13,145,Tank Bigsby,RB,RB50,PHI,10,7,126,216,156.64,19.22,181,22908,https://www.fantasypros.com/nfl/players/tank-bigsby.php
half-ppr,FantasyPros ECR,2026,8/13,146,Keaton Mitchell,RB,RB51,LAC,7,7,122,236,148.54,23.11,178,25360,https://www.fantasypros.com/nfl/players/keaton-mitchell.php
half-ppr,FantasyPros ECR,2026,8/13,147,Dylan Sampson,RB,RB52,CLE,11,7,117,228,150.43,18.78,170,27102,https://www.fantasypros.com/nfl/players/dylan-sampson.php
half-ppr,FantasyPros ECR,2026,8/13,148,Brian Robinson Jr.,RB,RB53,ATL,11,7,131,226,159.38,14.64,132,20094,https://www.fantasypros.com/nfl/players/brian-robinson-jr.php
